2020-01-23 06:20:00.623400 {"type":"join","timestamp":1579760400.6234355,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[manton]","nickname":"[manton]","username":"~slackuser","name":null,"photo":"https:\/\/micro.blog\/manton\/avatar.jpg","url":"http:\/\/Manton.org","tz":"America\/Chicago","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-01-23 12:35:15.511800 {"type":"join","timestamp":1579782915.5117502,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"NeroprojektDisco","nickname":"NeroprojektDisco","username":"disco7896","name":"@_discord_435486481797087237:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-njyhoprdjorlnwix"},"content":null,"modes":[]}
2020-01-23 12:35:15.714500 {"type":"join","timestamp":1579782915.714463,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"vasa|DappkitDisc","nickname":"vasa|DappkitDisc","username":"disco7840","name":"@_discord_607248758790422538:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-orgooohlwvjhlino"},"content":null,"modes":[]}
2020-01-23 12:35:15.715800 {"type":"join","timestamp":1579782915.7157915,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kanejDiscord[m]","nickname":"kanejDiscord[m]","username":"disco7031","name":"@_discord_483909468208365581:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-axpmjirvsvefyukq"},"content":null,"modes":[]}
2020-01-23 12:35:15.727000 {"type":"join","timestamp":1579782915.7270093,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"iiogama[m]","nickname":"iiogama[m]","username":"disco4583","name":"@_discord_306622722681733131:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zwizkuwwenzpetbr"},"content":null,"modes":[]}
2020-01-23 12:35:15.720800 {"type":"join","timestamp":1579782915.7207878,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"stuartDiscord[m]","nickname":"stuartDiscord[m]","username":"disco9344","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fqzjthstchaqmdti"},"content":null,"modes":[]}
2020-01-23 12:35:15.913200 {"type":"join","timestamp":1579782915.9132357,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"mhzDiscord[m]","nickname":"mhzDiscord[m]","username":"disco7158","name":"@_discord_577904775891517480:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rlerqmbxgbeafcyx"},"content":null,"modes":[]}
2020-01-23 12:35:15.920200 {"type":"join","timestamp":1579782915.9201999,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Keegen[m]","nickname":"Keegen[m]","username":"disco6331","name":"@_discord_594136657402527745:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-okzvaqhcgutkhukp"},"content":null,"modes":[]}
2020-01-23 12:35:15.925900 {"type":"join","timestamp":1579782915.9259317,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ArunDiscord[m]","nickname":"ArunDiscord[m]","username":"disco7223","name":"@_discord_229464105612869632:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rphmjnkifxnlskbc"},"content":null,"modes":[]}
2020-01-23 12:35:16.131800 {"type":"join","timestamp":1579782916.131766,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"OlegStotskyDisco","nickname":"OlegStotskyDisco","username":"disco7239","name":"@_discord_138225925522325504:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-icfjwkxbwuabkwvh"},"content":null,"modes":[]}
2020-01-23 12:35:16.133400 {"type":"join","timestamp":1579782916.1333673,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PermawebMatrixBr","nickname":"PermawebMatrixBr","username":"disco6578","name":"@_discord_598683285270429709:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ypkdrmslwbxicnnb"},"content":null,"modes":[]}
2020-01-23 12:35:16.134200 {"type":"join","timestamp":1579782916.1342018,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DiscordRSSDiscor","nickname":"DiscordRSSDiscor","username":"disco7052","name":"@_discord_268478587651358721:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ycaklssokgaxtejb"},"content":null,"modes":[]}
2020-01-23 12:35:16.331400 {"type":"join","timestamp":1579782916.331379,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"benaszabDiscord[","nickname":"benaszabDiscord[","username":"disco7147","name":"@_discord_339084625127145472:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ifdodxxdctwiayau"},"content":null,"modes":[]}
2020-01-23 12:35:16.328900 {"type":"join","timestamp":1579782916.3288872,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"carsonfarmer[m]","nickname":"carsonfarmer[m]","username":"disco4515","name":"@_discord_499071680841252884:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-htjeeeizrmprgbps"},"content":null,"modes":[]}
2020-01-23 12:35:16.533600 {"type":"join","timestamp":1579782916.5336318,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"dignifiedquireDi","nickname":"dignifiedquireDi","username":"disco7024","name":"@_discord_478645953654423563:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jbuofuabrxdehqja"},"content":null,"modes":[]}
2020-01-23 12:35:16.535100 {"type":"join","timestamp":1579782916.5350862,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"QwertyWhoreDisco","nickname":"QwertyWhoreDisco","username":"disco8224","name":"@_discord_423856226007515137:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dhdqlfxarhqjpyjo"},"content":null,"modes":[]}
2020-01-23 12:35:16.540400 {"type":"join","timestamp":1579782916.5404024,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"lyonDiscord[m]","nickname":"lyonDiscord[m]","username":"disco7118","name":"@_discord_586588907819368455:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nwghvbecnowcnfqy"},"content":null,"modes":[]}
2020-01-23 12:35:16.550800 {"type":"join","timestamp":1579782916.5508132,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"OboDiscord[m]","nickname":"OboDiscord[m]","username":"disco6864","name":"@_discord_159094044784328704:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sekwdjepnglbvgzh"},"content":null,"modes":[]}
2020-01-23 12:35:16.738600 {"type":"join","timestamp":1579782916.738637,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"NebulousDiscord[","nickname":"NebulousDiscord[","username":"disco7035","name":"@_discord_117847216739188744:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oyhpdokjfgqmwncu"},"content":null,"modes":[]}
2020-01-23 12:35:16.739500 {"type":"join","timestamp":1579782916.739462,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pr1meDiscord[m]","nickname":"pr1meDiscord[m]","username":"disco8209","name":"@_discord_342096291289104385:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bvlclimescjhswmn"},"content":null,"modes":[]}
2020-01-23 12:35:16.946100 {"type":"join","timestamp":1579782916.9461048,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"circlesDiscord[m","nickname":"circlesDiscord[m","username":"disco8389","name":"@_discord_203666215502217216:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mkgfwgytskfxesjh"},"content":null,"modes":[]}
2020-01-23 12:35:16.945100 {"type":"join","timestamp":1579782916.945134,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"drshamoon[m]","nickname":"drshamoon[m]","username":"disco6389","name":"@_discord_402200697988448286:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zelindpqxopijcul"},"content":null,"modes":[]}
2020-01-23 12:35:17.154600 {"type":"join","timestamp":1579782917.1545813,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"new0neDiscord[m]","nickname":"new0neDiscord[m]","username":"disco7104","name":"@_discord_352515918036860931:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bomyjswsnrsfoqoz"},"content":null,"modes":[]}
2020-01-23 12:35:17.146700 {"type":"join","timestamp":1579782917.1466506,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TimeOnDiscord[m]","nickname":"TimeOnDiscord[m]","username":"disco8428","name":"@_discord_177757007535669249:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ppbyzncdkkdosyil"},"content":null,"modes":[]}
2020-01-23 12:35:17.153700 {"type":"join","timestamp":1579782917.1536517,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"freethinkingaway","nickname":"freethinkingaway","username":"disco7191","name":"@_discord_397450277365612555:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uztbckhjerxbomff"},"content":null,"modes":[]}
2020-01-23 12:35:17.350400 {"type":"join","timestamp":1579782917.3503673,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"paulmahoneDiscor","nickname":"paulmahoneDiscor","username":"disco7195","name":"@_discord_373755005015949313:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wwedicrbbyjxzwvc"},"content":null,"modes":[]}
2020-01-23 12:35:17.349300 {"type":"join","timestamp":1579782917.3493004,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"tahpotDiscord[m]","nickname":"tahpotDiscord[m]","username":"disco8687","name":"@_discord_594521360047538191:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-viymhysyhdjqjjlr"},"content":null,"modes":[]}
2020-01-23 12:35:17.354900 {"type":"join","timestamp":1579782917.3549335,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"OKDiscord[m]","nickname":"OKDiscord[m]","username":"disco8890","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-llcwmdybuejprhgl"},"content":null,"modes":[]}
2020-01-23 12:35:17.546600 {"type":"join","timestamp":1579782917.546621,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"daihpDiscord[m]","nickname":"daihpDiscord[m]","username":"disco8919","name":"@_discord_632118388671643689:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qtdmwabqnlyrfllu"},"content":null,"modes":[]}
2020-01-23 12:35:17.554400 {"type":"join","timestamp":1579782917.5544434,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"test123Discord[m","nickname":"test123Discord[m","username":"disco7235","name":"@_discord_571973437090824213:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rqgrnfafteeyzliq"},"content":null,"modes":[]}
2020-01-23 12:35:17.754700 {"type":"join","timestamp":1579782917.754695,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AraratDiscord[m]","nickname":"AraratDiscord[m]","username":"disco7480","name":"@_discord_402530001011867658:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iqazjkkeevfaeivu"},"content":null,"modes":[]}
2020-01-23 12:35:17.761600 {"type":"join","timestamp":1579782917.7615852,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JaoheahDiscord[m","nickname":"JaoheahDiscord[m","username":"disco7070","name":"@_discord_315583781207539712:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qnllyrzvlopoalia"},"content":null,"modes":[]}
2020-01-23 12:35:17.759900 {"type":"join","timestamp":1579782917.759884,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RDeckardDiscord4","nickname":"RDeckardDiscord4","username":"disco7084","name":"@_discord_544179164622880778:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jjtgmuwmvdkjlwst"},"content":null,"modes":[]}
2020-01-23 12:35:17.954100 {"type":"join","timestamp":1579782917.954107,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"drshamoonDiscord","nickname":"drshamoonDiscord","username":"disco7167","name":"@_discord_402200697988448286:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rlynmeldmsmeqagf"},"content":null,"modes":[]}
2020-01-23 12:35:17.965700 {"type":"join","timestamp":1579782917.9657485,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jenncloudDiscord","nickname":"jenncloudDiscord","username":"disco7175","name":"@_discord_387416548018749440:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qjkwazssemnowspt"},"content":null,"modes":[]}
2020-01-23 12:35:17.980700 {"type":"join","timestamp":1579782917.9806588,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"EKLynxDiscord[m]","nickname":"EKLynxDiscord[m]","username":"disco8540","name":"@_discord_86990078286503936:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yuwfqjpxaqlvnqyd"},"content":null,"modes":[]}
2020-01-23 12:35:17.976800 {"type":"join","timestamp":1579782917.9767623,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gunttedDiscord[m","nickname":"gunttedDiscord[m","username":"disco7705","name":"@_discord_251451321603850241:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ctvswfyadomfajej"},"content":null,"modes":[]}
2020-01-23 12:35:17.967600 {"type":"join","timestamp":1579782917.9676044,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pvienhageDiscord","nickname":"pvienhageDiscord","username":"disco8487","name":"@_discord_492706907451293717:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pqwubdhhhspguyea"},"content":null,"modes":[]}
2020-01-23 12:35:18.182800 {"type":"join","timestamp":1579782918.1828198,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Dazuck-3BoxDisco","nickname":"Dazuck-3BoxDisco","username":"disco7061","name":"@_discord_382273717725560843:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tbnnwsqdgjvxaeec"},"content":null,"modes":[]}
2020-01-23 12:35:18.173100 {"type":"join","timestamp":1579782918.1730692,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"celso[m]1","nickname":"celso[m]1","username":"disco6410","name":"@_discord_543026738444369920:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-awgriodzenrbxtql"},"content":null,"modes":[]}
2020-01-23 12:35:18.177800 {"type":"join","timestamp":1579782918.1778095,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"icaruszDiscord[4","nickname":"icaruszDiscord[4","username":"disco9591","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pdabszgeogxgsned"},"content":null,"modes":[]}
2020-01-23 12:35:18.377300 {"type":"join","timestamp":1579782918.3772917,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"itsmekntDiscord[","nickname":"itsmekntDiscord[","username":"disco7350","name":"@_discord_316914610366054402:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pphjbjswlneknkwc"},"content":null,"modes":[]}
2020-01-23 12:35:18.385800 {"type":"join","timestamp":1579782918.3857565,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"techcoderxDiscor","nickname":"techcoderxDiscor","username":"disco8415","name":"@_discord_366094647250124807:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mzeqeoouqdtvjifz"},"content":null,"modes":[]}
2020-01-23 12:35:18.375500 {"type":"join","timestamp":1579782918.3755064,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"HuurooDiscord[m]","nickname":"HuurooDiscord[m]","username":"disco9311","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-flxsgpgswhqplbta"},"content":null,"modes":[]}
2020-01-23 12:35:18.598800 {"type":"join","timestamp":1579782918.5987906,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"vershimajrDiscor","nickname":"vershimajrDiscor","username":"disco9010","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mwjidbexmcfrkooz"},"content":null,"modes":[]}
